model_id,chemistry,fold,method,temperature_C,onchip_status,n_evaluation_points,mcu_mae_pct,python_mae_pct,mae_delta_mcu_minus_python_pct,mean_abs_mcu_python_diff_pct_point,p95_abs_mcu_python_diff_pct_point,max_abs_mcu_python_diff_pct_point
lfp_us06_adaptive_hysteresis_2rc_ekf,LFP,US06,adaptive_hysteresis_2rc_ekf,25,PASS,6908,0.033473800969384,0.0334738331287893,-3.2159405298493044e-08,1.0169657266854925e-06,2.694650584333935e-06,2.980016544640307e-06
lfp_us06_adaptive_hysteresis_2rc_ekf,LFP,US06,adaptive_hysteresis_2rc_ekf,30,PASS,6953,0.045461621658077,0.0454616173812888,4.276788222179473e-09,1.0224530395333262e-06,2.677199644196548e-06,2.979273594494458e-06
lfp_us06_adaptive_hysteresis_2rc_ekf,LFP,US06,adaptive_hysteresis_2rc_ekf,40,PASS,7095,0.1756811551507798,0.17568116874209,-1.3591310160654402e-08,1.0088429369941042e-06,2.650350434674208e-06,2.9800854561834456e-06
lfp_us06_adaptive_hysteresis_2rc_ekf,LFP,US06,adaptive_hysteresis_2rc_ekf,50,PASS,7116,0.0450093705008698,0.0450093715956776,-1.094807737522796e-09,1.0031936505271982e-06,2.6742746905839e-06,2.980633506677321e-06
lfp_us06_coulomb_count,LFP,US06,coulomb_count,-10,PASS,5051,0.1352571614158841,0.1353885762541548,-0.0001314148382706,0.0001357872445406,0.0002249576752488,0.0002423131939766
lfp_us06_coulomb_count,LFP,US06,coulomb_count,0,PASS,6234,0.0402565212448252,0.0404994388510764,-0.0002429176062512,0.0002842419373157,0.0004075606668743,0.0004248323357047
lfp_us06_coulomb_count,LFP,US06,coulomb_count,10,PASS,6727,0.0617797392835144,0.0618832574879194,-0.0001035182044049,0.0002036396509188,0.0003265688200554,0.000339704833524
lfp_us06_coulomb_count,LFP,US06,coulomb_count,20,PASS,6849,0.0541177425092343,0.0537341323799708,0.0003836101292635,0.0004217982433139,0.0006097393629173,0.0006151237103207
lfp_us06_coulomb_count,LFP,US06,coulomb_count,25,PASS,6908,0.0278956583128199,0.0279752444644441,-7.958615162418844e-05,0.0001284550300976,0.0002350794715513,0.0002460276267046
lfp_us06_coulomb_count,LFP,US06,coulomb_count,30,PASS,6953,0.0300934014203704,0.0303338098428689,-0.0002404084224984,0.0002637735104121,0.0004312265152817,0.000434441478981
lfp_us06_coulomb_count,LFP,US06,coulomb_count,40,PASS,7095,0.1898471788200879,0.1896894367548273,0.0001577420652606,0.0001595552902619,0.0002435024354099,0.0002500095622554
lfp_us06_coulomb_count,LFP,US06,coulomb_count,50,PASS,7116,0.0459932909791461,0.0460663046638558,-7.301368470967462e-05,0.0002973559029824,0.0004550961038379,0.0004607803808155
lfp_us06_hysteresis_2rc_ekf,LFP,US06,hysteresis_2rc_ekf,-10,PASS,5051,0.089563636487582,0.089563661306455,-2.4818872984555543e-08,1.2849160584852626e-06,2.7713783379290646e-06,2.980047153489096e-06
lfp_us06_hysteresis_2rc_ekf,LFP,US06,hysteresis_2rc_ekf,0,PASS,6234,0.0477049586276145,0.0477049427254049,1.5902209556106772e-08,1.1131780408338476e-06,2.6885421017253104e-06,2.979470015151975e-06
