chemistry,feature,fold,seed,temperature_C,record_file,precision,n_compared,mean_abs_prediction_diff_pct,max_abs_prediction_diff_pct,mae_actual_dt_pct,mae_fixed_1s_pct,delta_mae_fixed_minus_actual_pct,analysis_type
LFP,G4,DST,1,-10,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/-10C/LFP_-10C_DST.csv,fp32_network_fp64_ema,5235,0.013847146129881414,0.03253519535064697,0.704492347054683,0.7031666543101339,-0.0013256927445490785,PC_proxy_not_onchip
LFP,G4,DST,1,0,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/0C/LFP_0C_DST.csv,fp32_network_fp64_ema,6671,0.020724215119375746,0.04745274782180786,0.47627900145674673,0.473710781757699,-0.002568219699047747,PC_proxy_not_onchip
LFP,G4,DST,1,10,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/10C/LFP_10C_DST.csv,fp32_network_fp64_ema,7031,0.0204896170483292,0.054642558097839355,0.40590545008369167,0.4003527031163156,-0.0055527469673760654,PC_proxy_not_onchip
LFP,G4,DST,1,20,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/20C/LFP_20C_DST.csv,fp32_network_fp64_ema,7254,0.015476848832546004,0.04891157150268555,0.4010292797692784,0.4013820659808047,0.0003527862115263458,PC_proxy_not_onchip
LFP,G4,DST,1,25,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/25C/LFP_25C_DST.csv,fp32_network_fp64_ema,7319,0.017387583935288463,0.04476308822631836,0.3076068419007213,0.3104880772288236,0.002881235328102305,PC_proxy_not_onchip
LFP,G4,DST,1,30,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/30C/LFP_30C_DST.csv,fp32_network_fp64_ema,7391,0.014275669201779084,0.03708004951477051,0.33885499967617216,0.34032989568482097,0.0014748960086488072,PC_proxy_not_onchip
LFP,G4,DST,1,40,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/40C/LFP_40C_DST.csv,fp32_network_fp64_ema,7397,0.0159103523325933,0.053954124450683594,0.45186472176084086,0.4601243973396507,0.008259675578809855,PC_proxy_not_onchip
LFP,G4,DST,1,50,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/50C/LFP_50C_DST.csv,fp32_network_fp64_ema,7415,0.010844376000977013,0.03803670406341553,0.5814825482143995,0.5858430559689846,0.0043605077545850746,PC_proxy_not_onchip
LFP,G4,DST,2,-10,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/-10C/LFP_-10C_DST.csv,fp32_network_fp64_ema,5235,0.013187061408187735,0.02371668815612793,0.6665687443122063,0.6641240851264198,-0.002444659185786402,PC_proxy_not_onchip
LFP,G4,DST,2,0,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/0C/LFP_0C_DST.csv,fp32_network_fp64_ema,6671,0.020881776079890647,0.04457533359527588,0.449539624175342,0.44870614546890464,-0.0008334787064373517,PC_proxy_not_onchip
