model,precision,window_index,repeat_index,cycles,clock_hz
nmc_t6plain_us06_s1,fp32,63,10,47487057,250000000
nmc_t6plain_us06_s1,fp32,63,11,47487057,250000000
nmc_t6plain_us06_s1,fp32,63,12,47487057,250000000
nmc_t6plain_us06_s1,fp32,63,13,47487057,250000000
nmc_t6plain_us06_s1,fp32,63,14,47487057,250000000
nmc_t6plain_us06_s1,fp32,63,15,47487057,250000000
nmc_t6plain_us06_s2,fp32,0,0,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,1,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,2,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,3,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,4,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,5,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,6,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,7,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,8,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,9,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,10,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,11,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,12,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,13,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,14,47613359,250000000
nmc_t6plain_us06_s2,fp32,0,15,47613359,250000000
nmc_t6plain_us06_s2,fp32,1,0,47623313,250000000
nmc_t6plain_us06_s2,fp32,1,1,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,2,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,3,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,4,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,5,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,6,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,7,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,8,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,9,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,10,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,11,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,12,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,13,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,14,47623267,250000000
nmc_t6plain_us06_s2,fp32,1,15,47623267,250000000
nmc_t6plain_us06_s2,fp32,2,0,47638165,250000000
nmc_t6plain_us06_s2,fp32,2,1,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,2,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,3,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,4,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,5,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,6,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,7,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,8,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,9,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,10,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,11,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,12,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,13,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,14,47638119,250000000
nmc_t6plain_us06_s2,fp32,2,15,47638119,250000000
nmc_t6plain_us06_s2,fp32,3,0,47667477,250000000
nmc_t6plain_us06_s2,fp32,3,1,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,2,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,3,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,4,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,5,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,6,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,7,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,8,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,9,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,10,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,11,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,12,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,13,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,14,47667424,250000000
nmc_t6plain_us06_s2,fp32,3,15,47667424,250000000
nmc_t6plain_us06_s2,fp32,4,0,47664920,250000000
nmc_t6plain_us06_s2,fp32,4,1,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,2,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,3,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,4,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,5,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,6,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,7,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,8,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,9,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,10,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,11,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,12,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,13,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,14,47664867,250000000
nmc_t6plain_us06_s2,fp32,4,15,47664867,250000000
nmc_t6plain_us06_s2,fp32,5,0,47674138,250000000
nmc_t6plain_us06_s2,fp32,5,1,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,2,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,3,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,4,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,5,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,6,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,7,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,8,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,9,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,10,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,11,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,12,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,13,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,14,47674085,250000000
nmc_t6plain_us06_s2,fp32,5,15,47674085,250000000
nmc_t6plain_us06_s2,fp32,6,0,47675320,250000000
nmc_t6plain_us06_s2,fp32,6,1,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,2,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,3,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,4,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,5,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,6,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,7,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,8,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,9,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,10,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,11,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,12,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,13,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,14,47675267,250000000
nmc_t6plain_us06_s2,fp32,6,15,47675267,250000000
nmc_t6plain_us06_s2,fp32,7,0,47707517,250000000
nmc_t6plain_us06_s2,fp32,7,1,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,2,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,3,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,4,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,5,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,6,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,7,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,8,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,9,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,10,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,11,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,12,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,13,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,14,47707464,250000000
nmc_t6plain_us06_s2,fp32,7,15,47707464,250000000
nmc_t6plain_us06_s2,fp32,8,0,47702965,250000000
nmc_t6plain_us06_s2,fp32,8,1,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,2,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,3,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,4,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,5,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,6,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,7,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,8,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,9,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,10,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,11,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,12,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,13,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,14,47702942,250000000
nmc_t6plain_us06_s2,fp32,8,15,47702942,250000000
nmc_t6plain_us06_s2,fp32,9,0,47698589,250000000
nmc_t6plain_us06_s2,fp32,9,1,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,2,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,3,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,4,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,5,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,6,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,7,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,8,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,9,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,10,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,11,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,12,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,13,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,14,47698566,250000000
nmc_t6plain_us06_s2,fp32,9,15,47698566,250000000
nmc_t6plain_us06_s2,fp32,10,0,47699750,250000000
nmc_t6plain_us06_s2,fp32,10,1,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,2,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,3,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,4,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,5,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,6,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,7,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,8,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,9,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,10,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,11,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,12,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,13,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,14,47699727,250000000
nmc_t6plain_us06_s2,fp32,10,15,47699727,250000000
nmc_t6plain_us06_s2,fp32,11,0,47689214,250000000
nmc_t6plain_us06_s2,fp32,11,1,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,2,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,3,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,4,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,5,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,6,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,7,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,8,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,9,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,10,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,11,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,12,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,13,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,14,47689161,250000000
nmc_t6plain_us06_s2,fp32,11,15,47689161,250000000
nmc_t6plain_us06_s2,fp32,12,0,47671619,250000000
nmc_t6plain_us06_s2,fp32,12,1,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,2,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,3,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,4,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,5,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,6,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,7,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,8,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,9,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,10,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,11,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,12,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,13,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,14,47671564,250000000
nmc_t6plain_us06_s2,fp32,12,15,47671564,250000000
nmc_t6plain_us06_s2,fp32,13,0,47670951,250000000
nmc_t6plain_us06_s2,fp32,13,1,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,2,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,3,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,4,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,5,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,6,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,7,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,8,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,9,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,10,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,11,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,12,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,13,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,14,47670896,250000000
nmc_t6plain_us06_s2,fp32,13,15,47670896,250000000
nmc_t6plain_us06_s2,fp32,14,0,47675551,250000000
nmc_t6plain_us06_s2,fp32,14,1,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,2,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,3,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,4,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,5,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,6,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,7,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,8,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,9,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,10,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,11,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,12,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,13,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,14,47675496,250000000
nmc_t6plain_us06_s2,fp32,14,15,47675496,250000000
nmc_t6plain_us06_s2,fp32,15,0,47669593,250000000
nmc_t6plain_us06_s2,fp32,15,1,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,2,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,3,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,4,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,5,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,6,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,7,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,8,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,9,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,10,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,11,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,12,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,13,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,14,47669538,250000000
nmc_t6plain_us06_s2,fp32,15,15,47669538,250000000
nmc_t6plain_us06_s2,fp32,16,0,47648731,250000000
nmc_t6plain_us06_s2,fp32,16,1,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,2,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,3,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,4,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,5,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,6,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,7,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,8,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,9,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,10,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,11,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,12,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,13,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,14,47648683,250000000
nmc_t6plain_us06_s2,fp32,16,15,47648683,250000000
nmc_t6plain_us06_s2,fp32,17,0,47635761,250000000
nmc_t6plain_us06_s2,fp32,17,1,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,2,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,3,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,4,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,5,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,6,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,7,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,8,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,9,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,10,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,11,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,12,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,13,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,14,47635713,250000000
nmc_t6plain_us06_s2,fp32,17,15,47635713,250000000
nmc_t6plain_us06_s2,fp32,18,0,47636891,250000000
nmc_t6plain_us06_s2,fp32,18,1,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,2,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,3,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,4,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,5,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,6,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,7,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,8,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,9,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,10,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,11,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,12,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,13,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,14,47636843,250000000
nmc_t6plain_us06_s2,fp32,18,15,47636843,250000000
nmc_t6plain_us06_s2,fp32,19,0,47643561,250000000
nmc_t6plain_us06_s2,fp32,19,1,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,2,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,3,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,4,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,5,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,6,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,7,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,8,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,9,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,10,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,11,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,12,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,13,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,14,47643513,250000000
nmc_t6plain_us06_s2,fp32,19,15,47643513,250000000
nmc_t6plain_us06_s2,fp32,20,0,47600147,250000000
nmc_t6plain_us06_s2,fp32,20,1,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,2,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,3,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,4,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,5,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,6,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,7,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,8,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,9,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,10,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,11,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,12,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,13,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,14,47600099,250000000
nmc_t6plain_us06_s2,fp32,20,15,47600099,250000000
nmc_t6plain_us06_s2,fp32,21,0,47573295,250000000
nmc_t6plain_us06_s2,fp32,21,1,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,2,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,3,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,4,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,5,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,6,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,7,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,8,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,9,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,10,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,11,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,12,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,13,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,14,47573247,250000000
nmc_t6plain_us06_s2,fp32,21,15,47573247,250000000
nmc_t6plain_us06_s2,fp32,22,0,47621316,250000000
nmc_t6plain_us06_s2,fp32,22,1,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,2,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,3,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,4,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,5,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,6,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,7,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,8,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,9,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,10,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,11,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,12,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,13,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,14,47621270,250000000
nmc_t6plain_us06_s2,fp32,22,15,47621270,250000000
nmc_t6plain_us06_s2,fp32,23,0,47645222,250000000
nmc_t6plain_us06_s2,fp32,23,1,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,2,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,3,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,4,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,5,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,6,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,7,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,8,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,9,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,10,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,11,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,12,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,13,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,14,47645176,250000000
nmc_t6plain_us06_s2,fp32,23,15,47645176,250000000
nmc_t6plain_us06_s2,fp32,24,0,47663167,250000000
nmc_t6plain_us06_s2,fp32,24,1,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,2,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,3,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,4,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,5,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,6,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,7,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,8,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,9,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,10,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,11,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,12,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,13,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,14,47663121,250000000
nmc_t6plain_us06_s2,fp32,24,15,47663121,250000000
nmc_t6plain_us06_s2,fp32,25,0,47678578,250000000
nmc_t6plain_us06_s2,fp32,25,1,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,2,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,3,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,4,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,5,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,6,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,7,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,8,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,9,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,10,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,11,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,12,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,13,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,14,47678525,250000000
nmc_t6plain_us06_s2,fp32,25,15,47678525,250000000
nmc_t6plain_us06_s2,fp32,26,0,47686395,250000000
nmc_t6plain_us06_s2,fp32,26,1,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,2,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,3,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,4,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,5,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,6,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,7,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,8,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,9,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,10,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,11,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,12,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,13,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,14,47686342,250000000
nmc_t6plain_us06_s2,fp32,26,15,47686342,250000000
nmc_t6plain_us06_s2,fp32,27,0,47705896,250000000
nmc_t6plain_us06_s2,fp32,27,1,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,2,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,3,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,4,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,5,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,6,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,7,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,8,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,9,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,10,47705841,250000000
nmc_t6plain_us06_s2,fp32,27,11,47705841,250000000
