feature,fold,seed,temp,reset_trial,reset_index,time_to_recover_within_1pct_s,recovered,observation_horizon_s
T6_plain,US06,2,10.0,4,5656,704.3480300000001,True,1122.5597599999992
T6_plain,US06,2,20.0,0,693,4258.2548499999975,True,6215.84186
T6_plain,US06,2,20.0,1,2182,2810.561640000004,True,4722.991950000003
T6_plain,US06,2,20.0,2,3165,2052.981960000001,True,3738.6341600000014
T6_plain,US06,2,20.0,3,5014,1225.9421399999992,True,1886.34634
T6_plain,US06,2,20.0,4,5604,858.7687400000004,True,1294.393640000002
T6_plain,US06,2,25.0,0,1651,2877.3514700000005,True,5322.142530000001
T6_plain,US06,2,25.0,1,2778,2068.305639999999,True,4191.43146
T6_plain,US06,2,25.0,2,3189,1908.5121499999987,True,3779.42829
T6_plain,US06,2,25.0,3,5060,857.1219300000012,True,1902.080610000001
T6_plain,US06,2,25.0,4,5502,739.4646299999986,True,1458.7304299999996
T6_plain,US06,2,30.0,0,797,3596.002050000003,True,6224.194320000002
T6_plain,US06,2,30.0,1,2244,2285.4516500000027,True,4771.990850000002
T6_plain,US06,2,30.0,2,3152,1788.9779400000007,True,3861.4591900000014
T6_plain,US06,2,30.0,3,4965,911.5267700000013,True,2042.332730000002
T6_plain,US06,2,30.0,4,5985,699.620820000001,True,1018.2774800000007
