feature,fold,seed,perturbation_type,level,temp,soc_band,mae,rmse,bias
T6_plain,US06,0,baseline,unperturbed,-10.0,35-65,3.1306293298228813,3.182680115324763,-3.1306293298228813
T6_plain,US06,0,baseline,unperturbed,-10.0,<=35,2.201859474332649,2.247519266028778,-2.201859474332649
T6_plain,US06,0,baseline,unperturbed,-10.0,>65,1.2801316395959597,1.4110184701616295,-1.2795016395959597
T6_plain,US06,0,baseline,unperturbed,0.0,35-65,1.300020398272553,1.389831315919976,-1.2997872840690978
T6_plain,US06,0,baseline,unperturbed,0.0,<=35,0.9210911847748815,0.9882250842067584,-0.9210911847748815
T6_plain,US06,0,baseline,unperturbed,0.0,>65,0.611515266043867,0.7118477634419189,-0.6046929841592202
T6_plain,US06,0,baseline,unperturbed,10.0,35-65,0.939997374519231,1.116386582942428,-0.9273309245192309
T6_plain,US06,0,baseline,unperturbed,10.0,<=35,0.6584807866935485,0.768653227681444,-0.5552816146505376
T6_plain,US06,0,baseline,unperturbed,10.0,>65,0.5306197022774326,0.6190760546750363,-0.5183238306418219
T6_plain,US06,0,baseline,unperturbed,20.0,35-65,0.6600354124643196,0.8084022673739003,-0.5884155104662226
T6_plain,US06,0,baseline,unperturbed,20.0,<=35,0.4481497933481152,0.521440194137972,-0.4025171766740577
T6_plain,US06,0,baseline,unperturbed,20.0,>65,0.47115510353130036,0.6047344617458319,-0.4493042118780098
T6_plain,US06,0,baseline,unperturbed,25.0,35-65,0.4778514655172414,0.5499467473389568,-0.2661430450191571
T6_plain,US06,0,baseline,unperturbed,25.0,<=35,0.3755258305484147,0.42988636633054317,-0.20964607459297338
T6_plain,US06,0,baseline,unperturbed,25.0,>65,0.3748020884955753,0.4785400747213779,-0.20249054143201922
T6_plain,US06,0,baseline,unperturbed,30.0,35-65,0.4916579239230064,0.5647546077763465,-0.25433094592117333
T6_plain,US06,0,baseline,unperturbed,30.0,<=35,0.2704533137461573,0.33476211359258307,-0.19710155731225298
T6_plain,US06,0,baseline,unperturbed,30.0,>65,0.4268513055332798,0.5478327332922254,-0.2738302068965518
T6_plain,US06,0,baseline,unperturbed,40.0,35-65,0.36724884584086814,0.4520379599742337,0.07927636211573247
T6_plain,US06,0,baseline,unperturbed,40.0,<=35,0.22136158906184264,0.26088154757250165,-0.05139723500210345
T6_plain,US06,0,baseline,unperturbed,40.0,>65,0.42908898044692745,0.5237463118336858,-0.14580794134078215
T6_plain,US06,0,baseline,unperturbed,50.0,35-65,0.33556253052917223,0.42552618744560716,0.18576139439167785
T6_plain,US06,0,baseline,unperturbed,50.0,<=35,0.22794763766666667,0.293820561512556,0.045068358249999996
T6_plain,US06,0,baseline,unperturbed,50.0,>65,0.40959642035928134,0.5107167607321191,-0.07420835648702595
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,-10.0,35-65,3.1284310794885375,3.1809619472457795,-3.1284310794885375
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,-10.0,<=35,2.203106425746863,2.248632402566297,-2.203106425746863
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,-10.0,>65,1.2758969962496034,1.4066209851330647,-1.2752816739039174
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,0.0,35-65,1.3003079350962734,1.38953784963301,-1.3000798013583323
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,0.0,<=35,0.9219418045148161,0.9889564907232095,-0.9219418045148161
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,0.0,>65,0.6095182782746768,0.7100036701552209,-0.6026248195297569
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,10.0,35-65,0.9399915197288429,1.115781218707446,-0.9277509000402364
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,10.0,<=35,0.6595705124545241,0.7697229721334091,-0.5563526166950122
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,10.0,>65,0.526853059723033,0.6155735561012116,-0.5145802257240584
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,20.0,35-65,0.6616622276474312,0.8090965861201411,-0.5899361515997703
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,20.0,<=35,0.44626487873308085,0.5196304874049429,-0.40025275668113003
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,20.0,>65,0.47004655244035154,0.6027737538717609,-0.4481336226817581
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,25.0,35-65,0.4853948674324104,0.5588879673439756,-0.2706507346700861
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,25.0,<=35,0.3756783761797845,0.4307219657583879,-0.2088766914842495
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,25.0,>65,0.3743309251434723,0.4772702066873073,-0.19883907604579254
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,30.0,35-65,0.49114230253731844,0.5629653690706182,-0.25032129899441696
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,30.0,<=35,0.2672175786494088,0.33128627650169545,-0.19331575203245974
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,30.0,>65,0.426934604188317,0.546919634832388,-0.2726068488212123
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,40.0,35-65,0.3680468609575648,0.45308218777016673,0.08614658796423447
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,40.0,<=35,0.2217331705938744,0.2612438775311628,-0.05128493662104183
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,40.0,>65,0.42957018337931313,0.5241730289163943,-0.1455593494356201
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,50.0,35-65,0.3327080058525393,0.42097152371127383,0.1704267647984362
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,50.0,<=35,0.22746583011452712,0.2936020103932739,0.04666629059449529
T6_plain,US06,0,current_noise,I_sigma_0.5_pct_reading,50.0,>65,0.4089554999285141,0.5098841430098384,-0.07592642595216674
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,-10.0,35-65,3.135755460303823,3.1874863760199674,-3.135755460303823
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,-10.0,<=35,2.206120062696886,2.251837503319165,-2.206120062696886
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,-10.0,>65,1.2809709078891331,1.4122338593221695,-1.2802916710759038
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,0.0,35-65,1.3010073043652766,1.3921407393915604,-1.3007233985268978
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,0.0,<=35,0.9208395072996217,0.9878957482631853,-0.9208395072996217
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,0.0,>65,0.6171878608493347,0.7167462179576412,-0.6101989349090016
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,10.0,35-65,0.9434323705801817,1.1198923439912063,-0.9317195267785952
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,10.0,<=35,0.6598538108180687,0.7702062618610437,-0.5565398032415381
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,10.0,>65,0.5372936028283538,0.6248765353488198,-0.5251179575278629
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,20.0,35-65,0.6689296908556428,0.8172019554205043,-0.5983516969901357
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,20.0,<=35,0.4501933107078016,0.5218765937552172,-0.4056853216969003
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,20.0,>65,0.474407182506096,0.6086670883407895,-0.45276815409092835
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,25.0,35-65,0.4771601832264892,0.5495303040679678,-0.27202898645925955
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,25.0,<=35,0.3738841515684626,0.42615400144338694,-0.20751636369145532
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,25.0,>65,0.37574955942220534,0.48110511456926736,-0.20840859377244011
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,30.0,35-65,0.4910142247045304,0.563851162268154,-0.2537987670020615
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,30.0,<=35,0.26777851595321195,0.3319765006531414,-0.19494957072065833
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,30.0,>65,0.42589049825226716,0.5466707987906565,-0.2705373471942077
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,40.0,35-65,0.36499139222569094,0.44917780777282,0.07861972042796904
T6_plain,US06,0,current_noise,I_sigma_1_pct_reading,40.0,<=35,0.22114345159184925,0.25992764330618123,-0.05055387679283472
